KIND_CI_REQUEST	46100
KIND_CI_RUN_STATUS	46101
KIND_CI_JOB_STATUS	46102
KIND_CI_LOG_REFERENCE	46103
KIND_CI_ARTIFACT_REFERENCE	46104
KIND_CI_EVIDENCE_FINALIZED	46105
KIND_CI_TEARDOWN_ATTESTATION	46106
KIND_CI_GRANT	46107
